,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa.miR.490.3p,-125.186312136603,46.4805491990847,-6.6415483705801,5.45578395166415e-11,7.23436951990666e-09,13.5804150089001
hsa.miR.504.5p,-6.59198400478017,2.77002288329519,-6.63081820231935,5.84703339726501e-11,7.38396789026038e-09,13.512642373258
hsa.miR.642a.5p,-16.2698503895388,12.6224256292906,-6.47655652350822,1.56569632434978e-10,1.88737575098891e-08,12.5492852261404
hsa.miR.145.5p,-33951.7272539241,17583.9794050343,-6.17502518086896,1.01300222991358e-09,1.08222782918491e-07,10.7258925638957
hsa.miR.29c.3p,-9546.6174936226,7562.37185354691,-6.12519042436314,1.36896604236487e-09,1.39634536321217e-07,10.4321925579158
hsa.miR.133a.5p,-4.07317353434607,2.02288329519451,-6.0782125562362,1.81481630611905e-09,1.78255290512138e-07,10.157329321824
hsa.miR.1.3p,-673.663755659228,354.300915331808,-6.02596168439933,2.47771318733073e-09,2.26582599062107e-07,9.85389866122299
hsa.miR.133b,-82.2319536690185,36.8867276887872,-5.93898969413642,4.13870990134351e-09,3.65861955278766e-07,9.3541846093114
hsa.miR.30a.3p,-11343.0079516466,9503.78375286041,-5.92112259746366,4.59503523634882e-09,3.93097853122486e-07,9.25235502375632
hsa.miR.29b.2.5p,-68.0142256337187,78.7517162471396,-5.72467815694207,1.42502417791007e-08,1.18098878744297e-06,8.15147527967753
hsa.miR.195.3p,-10.8380943626043,10.6681922196796,-5.66725656069608,1.97133042837147e-08,1.53763773412975e-06,7.83618557999452
hsa.miR.125a.5p,-1062.9549789718,1301.42791762014,-5.57042402730564,3.38539955928707e-08,2.56516560892266e-06,7.31119200951197
hsa.miR.145.3p,-440.708569852688,323.544622425629,-5.42223794137606,7.62322935977676e-08,5.61577896170222e-06,6.52410904830914
hsa.miR.671.3p,-5.60239468664535,8.60526315789474,-5.25402948240347,1.87150095633298e-07,1.34141095572839e-05,5.65474150885026
hsa.miR.887.5p,-1.05908579045343,0.986270022883295,-5.14518192743369,3.30248393227676e-07,2.13614326546292e-05,5.10588043107888
hsa.miR.365a.3p,-86.4906120010114,120.169336384439,-5.02128413221175,6.22411200589841e-07,3.88784226182691e-05,4.4942972176337
hsa.miR.365b.3p,-86.4455679911753,120.173913043478,-5.01876908633412,6.30381663870879e-07,3.88784226182691e-05,4.48202805310816
hsa.miR.29c.5p,-72.5788155263945,80.4073226544622,-4.99900897205609,6.96525313533609e-07,4.19814802611621e-05,4.38583404907859
hsa.miR.605.5p,-1.69165536736149,1.71281464530892,-4.74721188983525,2.40973135876166e-06,0.0001304205625191,3.19152308333232
hsa.let.7e.3p,-24.4743639831774,35.104118993135,-4.55292333543533,6.0417851150269e-06,0.000296718780093543,2.31006425789598
hsa.miR.202.5p,-18.2004228621332,2.80892448512586,-4.53028050766022,6.71023659147343e-06,0.000323555408010682,2.20962004105017
hsa.miR.326,-17.3326362236573,20.5297482837529,-4.51874627586702,7.07743746714744e-06,0.000335167217194197,2.15863752490689
hsa.miR.4521,-1.25792291958726,1.30892448512586,-4.46177989915017,9.19171504450651e-06,0.000427231982639625,1.9086598904255
hsa.miR.451a,-1563.31376829913,1486.27917620137,-4.36472872873676,1.42526434815773e-05,0.00059059391426786,1.48976602845359
hsa.miR.1976,-16.247443292809,30.4359267734554,-4.28933407380243,1.99231940208409e-05,0.000754804436332431,1.1704336440314
hsa.miR.766.3p,-18.5017580952818,26.733409610984,-4.19931306188611,2.95219421906463e-05,0.00100374603448198,0.796141615059394
hsa.let.7d.3p,-580.105416772001,1287.97826086957,-4.01017835527271,6.58688454508419e-05,0.00203121137367015,0.0346204586146497
hsa.miR.194.3p,-412.400730816078,689.607551487414,-3.95411815559155,8.30435012029806e-05,0.00244701516878116,-0.18460228390171
hsa.miR.802,-15.5477213706249,5.03661327231121,-3.94697766799417,8.55134462951247e-05,0.00247562660506895,-0.212311348797588
hsa.miR.149.5p,-92.1758325098247,69.6967963386728,-3.88986536127937,0.000107926267125572,0.00295072639605173,-0.432199065398124
hsa.miR.548ba,-1.44143129639418,0.815789473684211,-3.73383927898908,0.000200819744927796,0.00497732676213566,-1.01711659531017
hsa.miR.195.5p,-96.0609702847426,142.651029748284,-3.70488751414365,0.000224802149634416,0.00546949817275663,-1.12310284877492
hsa.miR.30a.5p,-22430.4826143911,33203.2654462243,-3.69401369188352,0.000234486133784096,0.00565324751632201,-1.16270309975369
hsa.miR.1306.5p,-11.6411647093972,22.2723112128146,-3.64941831915329,0.000278453906338118,0.00649584564549057,-1.32392999358303
hsa.miR.574.3p,-146.671201709834,276.109839816934,-3.64051460626415,0.000288112219155802,0.00664411830609728,-1.35589241086473
hsa.miR.339.5p,-72.7844092570039,130.629290617849,-3.61188119799181,0.000321346524344293,0.00722212697085649,-1.45816668618242
hsa.miR.497.5p,-47.1816468641556,72.4153318077803,-3.57532236064911,0.000369013710564569,0.00815520300347697,-1.58761002970704
hsa.miR.628.3p,-6.05901684554038,6.40274599542334,-3.53962148452362,0.000421887938310826,0.00902295816451863,-1.71278131259265
hsa.miR.3199,-1.34495438144923,2.32151029748284,-3.5354638890296,0.000428486526965401,0.00909077015609795,-1.7272789726064
hsa.miR.143.3p,-663081.442971066,881759.942791762,-3.49656891889081,0.000495067002009075,0.0102571694478755,-1.86210470080132
hsa.miR.1258,-3.35499735711166,2.94279176201373,-3.45923766682479,0.000567952920745344,0.011398878033774,-1.99014584991662
hsa.let.7i.3p,-190.332751131846,276.83180778032,-3.43279994491872,0.000625496835344478,0.0120415432381466,-2.08001483334592
hsa.miR.144.5p,-229.155631650311,304.193363844394,-3.42936200106063,0.000633366863015833,0.0120415432381466,-2.09165203380505
hsa.miR.144.3p,-18.6905062854779,26.6315789473684,-3.38663261228057,0.000739197437188267,0.0134270657768718,-2.23534057458538
hsa.miR.6720.3p,-3.90283363592488,3.88100686498856,-3.35138843132933,0.000838634769402725,0.014741373109604,-2.35253746224816
hsa.miR.204.5p,-34.5594879691128,26.8569794050343,-3.20556785647046,0.0013969919976204,0.0217622566081778,-2.82472142422307
hsa.miR.153.3p,-12.8722220945465,16.7196796338673,-3.16017249181065,0.00163113692763339,0.0238993101220096,-2.96753096427884
hsa.miR.219a.5p,-2.79130374830509,4.05720823798627,-3.12834515565005,0.00181632231276818,0.0256217381567085,-3.0664695964982
hsa.miR.3940.3p,-1.02091329028108,1.70137299771167,-3.06974673907846,0.00220873705608719,0.030193663261563,-3.24606701654107
hsa.miR.5683,-22.6604463034036,14.2608695652174,-3.06021657989756,0.00227946711213618,0.0302257339069258,-3.27496171647027
hsa.miR.1295a,-1.21145404821549,1.65446224256293,-3.00742857619008,0.00271029985131716,0.0345563231042938,-3.43341782336621
hsa.miR.3173.5p,-1.1545974766162,2.06636155606407,-3.00154745586679,0.00276265282864504,0.0350552885242424,-3.45090428065399
hsa.miR.491.5p,-2.33741640429296,5.76659038901602,-2.99138946551226,0.00285526202994006,0.0360171067650894,-3.48102827350053
hsa.miR.3615,-6.862041229058,17.0823798627002,-2.97624089704171,0.00299865209637599,0.0375114403754205,-3.52576620168164
hsa.miR.193a.5p,-216.320639808793,590.306636155606,-2.93043524418227,0.0034731851646578,0.0424481135651566,-3.65968874038857
hsa.miR.215.3p,-44.0521683175144,36.9588100686499,-2.89888541525082,0.00383881962947905,0.0450466798999046,-3.75074683659648
hsa.miR.484,-70.7630593156071,217.58466819222,-2.86937290352788,0.00421220580093453,0.0485685642786016,-3.83504962107928
hsa.miR.378d,-1.61639050398731,3.36842105263158,-2.86475002107133,0.00427359517267577,0.0490630926317582,-3.84817825307766
