File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
d52a64fa-3b46-4619-980d-e293bd99aae2	2c6dd1ba-3dc3-4456-bacc-ae3a6ba08e32.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AZ-4616	TCGA-AZ-4616-01A	Primary Tumor
bc9f6cc7-2e5d-4d91-9966-406fcbde88c2	c3658b0c-a5bf-4451-8683-5d92b8dd881f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-F4-6460	TCGA-F4-6460-01A	Primary Tumor
1a16f737-c24b-4a68-9a0a-ab58cc00cdfd	9151bc86-6539-4861-8230-a4f9825726e2.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-A02Y	TCGA-AA-A02Y-01A	Primary Tumor
991f9251-65e8-4bf7-9e43-162f4e202b31	46183230-ac41-4b86-88fa-ef627e5cdb59.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-A5ZU	TCGA-A6-A5ZU-01A	Primary Tumor
e5c3b568-a420-4dee-a3c4-2d9c92c64693	fd2e2249-ad76-4a06-8abc-92c6ace75890.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3819	TCGA-AA-3819-01A	Primary Tumor
36cf46df-ffd3-4890-98f0-ee8505468e29	ce1f3877-44be-4432-9dd6-d320b4859445.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3549	TCGA-AA-3549-01A	Primary Tumor
fd78fc10-5413-40eb-80e3-cb00415165c9	98694eb1-1282-4426-8fb2-001ac8190323.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-A01G	TCGA-AA-A01G-01A	Primary Tumor
5d627696-d9e9-4968-88e1-923097982c2a	b7b6e24b-1ea2-4de5-b84e-5045ec5878c6.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3856	TCGA-AA-3856-01A	Primary Tumor
1e063d27-49e0-4c1e-9283-ce6fcfff06b7	dd944e7d-204f-49ee-bb73-2927306e7d4c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3845	TCGA-AA-3845-01A	Primary Tumor
83146d36-32f8-49d4-bf5c-eaf77bae45a6	1e604b21-6fc3-4aa6-a534-f6e7af0e0a4e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6537	TCGA-D5-6537-01A	Primary Tumor
f8226b2e-e174-45b6-859d-c76ca9a94b80	e3f4c57a-45e8-4dd6-96b1-e12ba2bdb415.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-2679	TCGA-A6-2679-01A	Primary Tumor
f3572b5b-d968-4c2f-afa6-d3f5b7237de2	32738124-0213-4ace-931a-c898aae71574.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6538	TCGA-D5-6538-01A	Primary Tumor
2a97961e-8289-4205-ae41-2882e5f1beca	a54ed194-2a13-4a10-a2c6-5f16d46920e3.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-G4-6627	TCGA-G4-6627-01A	Primary Tumor
b5874041-a2b2-42af-b25d-5f7cf5245f86	b38775fa-8f53-4540-9d99-20bc1f3aec3f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AZ-6608	TCGA-AZ-6608-01A	Primary Tumor
67475de9-9dd6-40e1-b57a-6fcbf2358990	dae2f37f-99ca-4d61-8762-876f15aa63b8.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3672	TCGA-AA-3672-01A	Primary Tumor
8fe0a5d5-7f30-4964-8dd1-6d02c7c69149	9bd697b0-7616-4e57-8cad-2f83115c1337.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AY-A71X	TCGA-AY-A71X-01A	Primary Tumor
7646ff51-3f35-46a9-ac8f-db06f9b9e0c4	d4ac96e7-43e8-4f9d-9482-99529bd27e91.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AZ-4323	TCGA-AZ-4323-01A	Primary Tumor
5f45a914-4315-427c-bdff-b1b347fd74d4	b7c909c7-4c29-4ccd-b18d-1a51f393e35d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CK-4947	TCGA-CK-4947-01B	Primary Tumor
e33a7843-16af-4141-bf5d-76eb1a3c228d	a686854a-6748-4f37-8783-571548817923.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-G4-6299	TCGA-G4-6299-01A	Primary Tumor
812a1aa5-473d-468c-879a-74f2b693eba9	1bd1614f-1d5e-477a-92c6-f743251a17b4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3968	TCGA-AA-3968-01A	Primary Tumor
21735841-dd4b-4359-8f11-f7565297ee05	86c2ea58-bd1c-48fe-9c29-bc8f673c9bd7.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3955	TCGA-AA-3955-01A	Primary Tumor
c83ebd4e-5945-49dc-9199-aa7c69c0d0a6	2181325b-d13a-4623-83a8-e70f13e0429d.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AZ-5407	TCGA-AZ-5407-01A	Primary Tumor
144dc664-f71b-4280-b3f2-e07ac6b761b8	c12579e7-672b-45bc-b35b-6c4c709249f8.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-5349	TCGA-CM-5349-01A	Primary Tumor
ee161d24-048e-4b7e-8967-46448dc6b347	7001cac3-630c-4886-a96a-53a6a4e2ffbf.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-NH-A6GB	TCGA-NH-A6GB-01A	Primary Tumor
04fb42ac-6a5d-44a2-8992-9751def0574e	4926f76e-99b2-4917-af59-edbd7b07866b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3872	TCGA-AA-3872-01A	Primary Tumor
ad665196-cde6-4d99-a2d1-a32b3916270c	983b6ce7-af5d-492f-aff9-798195e93375.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-6679	TCGA-CM-6679-01A	Primary Tumor
d057067f-e3c1-4860-9eae-b06a19ece17b	01b32d39-6ae2-4b39-a19e-02798264f70e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3679	TCGA-AA-3679-01A	Primary Tumor
bd8153e0-c3b9-45ff-a457-504072724c51	04455772-b474-444e-a97f-f6a987f7d9bc.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3502	TCGA-AA-3502-01A	Primary Tumor
412e220b-144c-4b68-93a5-25f9ce608eb0	90601fe1-1996-4a79-bca0-bdaba0784355.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-2672	TCGA-A6-2672-01A	Primary Tumor
7492481d-a9ff-4c81-892d-dbc80dafebfe	913ec2b7-0685-4cc9-b372-3f3100143437.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AZ-4313	TCGA-AZ-4313-01A	Primary Tumor
4c87e977-cad9-4986-95b3-15762de52b95	82794a96-a34f-4f14-9e93-f40e343ea552.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3815	TCGA-AA-3815-01A	Primary Tumor
bebd9837-9f38-49b1-8aa9-3918bd7cdd31	fffb6ca3-638d-45fa-ad10-8d8b4ecc2575.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3520	TCGA-AA-3520-11A	Solid Tissue Normal
a25abd25-df08-44e7-b023-df5557bc4840	598013e6-be92-40e3-962d-254c80c8a681.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-F4-6855	TCGA-F4-6855-01A	Primary Tumor
973f4774-1a4a-42e7-a503-771491965c1a	9f18f931-9400-4b10-97f0-62bc00d1e563.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-5M-AATA	TCGA-5M-AATA-01A	Primary Tumor
e4f79981-acbb-456d-9a94-14c4bc14ec05	1b70e1ee-2e80-448a-adde-fe907a086216.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AD-6889	TCGA-AD-6889-01A	Primary Tumor
e27d3995-b734-4a33-8bde-704c41a453ad	452f592f-e1be-410b-8794-61f32a2f1fda.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3939	TCGA-AA-3939-01A	Primary Tumor
a32a6374-b00c-44cf-82c6-74b4d28a6179	b6ddb669-a81d-4818-858e-4b2373e20ec0.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-4746	TCGA-CM-4746-01A	Primary Tumor
830c43ce-d214-4f29-8872-dd91451e988c	0763a15a-6b82-4eee-8cb8-c8c34cd6bc47.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A28G	TCGA-DM-A28G-01A	Primary Tumor
596c257e-6291-45df-8d64-d7eabd265035	7763ebf6-d0d5-4cf4-876c-da65a3e306e6.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6541	TCGA-D5-6541-01A	Primary Tumor
067c5570-6e97-472c-b84a-1c918ccaa0f4	f49be4dd-ce51-4385-9d75-b5fbdc4998ea.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3867	TCGA-AA-3867-01A	Primary Tumor
73f7da7f-1daf-4d06-ad46-1725867099ff	aa52cb4e-fabe-4679-8446-d66727e7ce4f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-3808	TCGA-A6-3808-01A	Primary Tumor
551770de-55eb-43cf-9dac-6455bdae1b53	5c85b31c-ccb6-4a3a-8116-f226ce3dba92.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CA-5796	TCGA-CA-5796-01A	Primary Tumor
684abf3a-13ed-416a-b3a3-3f5f0b18744a	2469a988-9557-4d27-8fc5-0367fecef997.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3862	TCGA-AA-3862-01A	Primary Tumor
ab3d542e-fee7-4d4e-91d0-b141d964423a	cb7af143-5713-456d-a569-932cd13794cd.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A0XF	TCGA-DM-A0XF-01A	Primary Tumor
bcad7889-76ff-4807-b322-7e2b6bc72c3a	46504c87-5951-4ec5-8ceb-b617becac28e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3527	TCGA-AA-3527-11A	Solid Tissue Normal
1d8d7e14-296e-46fd-b131-f55df1194dec	ce21551f-f07e-4ed9-9817-e737041a61a9.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-F4-6569	TCGA-F4-6569-01A	Primary Tumor
52507a08-14aa-45b3-9407-a9c1d4acaedc	7a31e168-6c4e-4f50-9dd2-68e7254db832.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-A00D	TCGA-AA-A00D-01A	Primary Tumor
a506e184-2aa3-4e7f-82b4-0aef1794a938	83901ff8-23bc-422d-8468-65dd2d06c248.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3973	TCGA-AA-3973-01A	Primary Tumor
f867149d-4c03-48f6-9d4a-628b9376f309	a6f1d4ee-b216-4b96-95a6-5705662254d7.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-5M-AATE	TCGA-5M-AATE-01A	Primary Tumor
06fa6f79-8369-4ece-bdc8-7bc76b8700c2	4eb17da1-09da-4e7f-96bb-561f3006f75a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3521	TCGA-AA-3521-01A	Primary Tumor
d0ace2c8-2f25-42af-b6e5-a185cceb158c	3eccd45c-b664-400f-9ed3-e0425b5e9ee8.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6530	TCGA-D5-6530-01A	Primary Tumor
47aaf971-fb74-448e-98c7-fdc52f4ec681	896abcb5-fd39-4a92-9c78-441aacadf821.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CA-5255	TCGA-CA-5255-01A	Primary Tumor
5acf15c5-b6fe-4f6c-928d-bc18fbec5c58	edaca154-e41a-4282-bab6-be278ef2bb1c.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-5M-AAT5	TCGA-5M-AAT5-01A	Primary Tumor
a4af1c32-fb8f-4fc8-a099-c09ebbaf2a8b	9b385a07-81b4-4adb-a355-196ee9d76e67.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3852	TCGA-AA-3852-01A	Primary Tumor
0fd03db0-bea3-4223-8373-aa00812a1ce5	da624b40-3db2-46cf-ab7d-936d731bd86b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-3810	TCGA-A6-3810-01A	Primary Tumor
e3e6ffbe-1baf-485b-a01f-4712eaa431e7	736352f7-d124-4282-8fb4-29e7f87693d9.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A28K	TCGA-DM-A28K-01A	Primary Tumor
c35894b5-c1cb-4bf3-86ab-9c5b97565639	b75bd123-debd-4f6a-a06f-f36838dcc264.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6927	TCGA-D5-6927-01A	Primary Tumor
1c29e5bb-072c-443a-b50e-b9f9e1a4d1e1	528f542d-e945-41c9-a0a5-8ffb18a32a71.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3542	TCGA-AA-3542-01A	Primary Tumor
afc98c1e-ae04-47f7-954e-be7234f142f4	f813c69c-97bc-473b-bfb6-fce1bc535704.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-2683	TCGA-A6-2683-01A	Primary Tumor
3bc5a21b-438c-412b-bde3-96ea3523aa85	39e2804e-dba5-43ce-8da7-a02306b7f6fc.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-2682	TCGA-A6-2682-01A	Primary Tumor
e9a1cae3-b310-4eb4-ae6e-f8d7f7183f9d	865a6869-6cf0-4375-b17d-abc0a29b4d88.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3529	TCGA-AA-3529-01A	Primary Tumor
ca4066ba-b385-4c14-9b5c-e46790e87104	cffc7974-f188-4859-a6b7-160edd1cf7a6.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3489	TCGA-AA-3489-01A	Primary Tumor
e2524425-d8b5-49d5-9c9d-abf2c07ea072	2f27a7f0-64e9-4d85-8b46-0ff1cc5fe340.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3688	TCGA-AA-3688-01A	Primary Tumor
f939a18b-745e-42a4-90c9-abe3ff28addc	3dd482d9-11c5-4e6f-8ba8-e1502930a56e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-F4-6807	TCGA-F4-6807-01A	Primary Tumor
bca6ea62-8f36-4011-bba6-caed21c15101	85abd868-6e12-4d6f-8265-958d8f57dcf9.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3562	TCGA-AA-3562-01A	Primary Tumor
f5f83b66-a6d7-4071-8601-70340b87e989	8f148423-12c4-403f-8f40-f665e9d48d3f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-5860	TCGA-CM-5860-01A	Primary Tumor
820900b4-3f42-4940-9ecb-34c576a851a7	c6e3f932-5de4-4216-b15d-50a1bbd0952b.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-A01S	TCGA-AA-A01S-01A	Primary Tumor
059d4ef8-0489-4516-86e0-7ae34d3632e8	fc70bb50-a378-433e-ad0a-7be69e53ba7f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-6648	TCGA-A6-6648-01A	Primary Tumor
447e7b50-34f6-4e4e-96af-cb30a26a0d69	8ad984bf-421a-43c8-912e-a50bc605bb4e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-F4-6704	TCGA-F4-6704-01A	Primary Tumor
c0a7bc3a-f97a-4b5e-a68c-51901e3e7160	68f36ff8-dcc9-4781-95e5-2a2c8a3bd326.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CA-5797	TCGA-CA-5797-01A	Primary Tumor
74270f49-ac64-4344-9720-7b06dc67abc8	6a974f77-04ea-413f-81a0-8adcbb26ac0f.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-G4-6628	TCGA-G4-6628-01A	Primary Tumor
cf24e14b-bd4b-448d-8a6f-b56f3ce81537	f15d9425-17d7-4a42-a7c3-6d860a726e22.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-WS-AB45	TCGA-WS-AB45-01A	Primary Tumor
8fbd72f9-9a9a-4993-a6f0-3df47443daae	c079f26c-8ea4-422a-b8f8-9ac958b94175.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-5656	TCGA-A6-5656-01A	Primary Tumor
22b90e98-f033-4472-9eb3-e3f3d79c3c7c	4cc73bfc-6e9b-4329-9226-85cff663dc16.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3692	TCGA-AA-3692-01A	Primary Tumor
256efd89-9bd0-45b3-88a0-768a3b77762f	1b948250-7238-403e-ac74-cbba741781d4.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-6166	TCGA-CM-6166-01A	Primary Tumor
4fe6f82f-51d2-41f9-a48e-419c866a79e2	455d3ab9-0865-46e5-b8cb-02fe77edc4e6.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-6654	TCGA-A6-6654-01A	Primary Tumor
099085e8-3b38-477f-ae69-de827ba454f2	c0909556-f1ae-408e-895e-bbd589f3b68a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-A6-5665	TCGA-A6-5665-01B	Primary Tumor
2a8e8a7b-05c9-4eb1-8346-add6dedcae17	d73c943f-fcec-41e9-acc0-c92614e9f520.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CM-6168	TCGA-CM-6168-01A	Primary Tumor
9d82ed45-c141-4412-9bd4-f1af7d37c62d	cdd8a243-9f28-46f4-a8dd-94880a2f76c9.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A28F	TCGA-DM-A28F-01A	Primary Tumor
431f5794-7614-42fc-b8de-17a5f6f67d1e	519abf49-e770-404c-bd74-623003bf6dc0.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6931	TCGA-D5-6931-01A	Primary Tumor
49b358d1-8718-447b-b260-3af2dd75edfd	eb77520b-26cb-45e6-8112-ff9807dee99e.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-CA-6715	TCGA-CA-6715-01A	Primary Tumor
b084e028-5724-4f73-a99f-efd1a25fb3cd	b9969a5c-7576-4dcb-85c3-03f2b2b123ca.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A282	TCGA-DM-A282-01A	Primary Tumor
a8037c17-aa08-46fc-a569-7d4489d93417	eda68b6d-5a05-4cee-9af6-880388549558.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-6932	TCGA-D5-6932-01A	Primary Tumor
208ccd0f-4c29-42d0-9f28-50a089bf9a5c	e4c73412-e592-4832-945c-6b6b106a6087.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A0X9	TCGA-DM-A0X9-01A	Primary Tumor
6bda565f-ee6c-4a76-9078-dbcf9c0dc7cb	77b211f2-f75c-486c-a6cd-8a8a5273878a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-DM-A1DA	TCGA-DM-A1DA-01A	Primary Tumor
f01e4f74-f9ce-44e4-bbae-fb86c45adc7a	ea141ffa-0c31-4898-84b1-8b8c91dc8493.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3660	TCGA-AA-3660-01A	Primary Tumor
7cdc8893-914e-4108-a206-4f33e8e8f2bd	863b67ab-6c12-4a4e-883f-2988ef0f3c18.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3492	TCGA-AA-3492-01A	Primary Tumor
12a59212-2e6d-4d60-abcd-3e869fc25921	ad38e9cf-792d-48f3-8723-cd97e070892a.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-D5-7000	TCGA-D5-7000-01A	Primary Tumor
4cca3d81-f2ad-4946-ba93-467f5bb5ea7b	6912a25b-9d65-4b7d-8629-5deeed732cc2.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3663	TCGA-AA-3663-01A	Primary Tumor
a6194776-0cde-4215-9fb1-3c3a3149e882	7cf62bd7-13a7-4932-a2b5-706777d501af.mirbase21.isoforms.quantification.txt	Transcriptome Profiling	Isoform Expression Quantification	TCGA-COAD	TCGA-AA-3956	TCGA-AA-3956-01A	Primary Tumor
